ref,pert,pearson_full,pearson_top500,sign_agree_top200,sign_cos_top200,h1_l1,ref_l1
rpe1,UQCRQ,0.11049511347585714,0.23984936941068494,-0.043814432,-0.04381443187594414,364.0502,549.5461
jurkat,ATP6V0B,0.10568505861151685,0.18632258227382975,0.15949367,0.15949366986751556,380.53754,621.6481
jurkat,ATP6V0C,0.04533168225337493,-0.055319585545228644,0.03517588,0.035175878554582596,1066.6549,819.5403
jurkat,C1QBP,0.19310944381305228,0.11143838201590398,0.36410257,0.3641025722026825,626.7134,1091.2537
jurkat,CAST,-0.10631985199881151,-0.18077165520473412,0.08136483,0.08136483281850815,337.5499,449.20035
jurkat,CHMP3,0.019650201453620564,0.04839722338960458,0.055696204,0.05569620430469513,390.7771,611.5917
jurkat,DAXX,0.13734627104397976,0.18754176580750406,0.20466322,0.2046632170677185,284.6159,517.34314
jurkat,DHX36,0.3128593744359839,0.39286445457995334,0.46153846,0.4615384638309479,1279.046,605.895
jurkat,DNAJA3,0.16975139239850673,0.20526211235096364,0.41361257,0.41361257433891296,1354.553,486.52597
jurkat,DNMT1,0.12238850594471697,0.13876730535084383,0.27295917,0.2729591727256775,1217.1913,741.2787
jurkat,EIF4B,0.3133855978789778,0.4442632496907016,0.460733,0.46073299646377563,503.79773,266.23798
jurkat,EPB41L2,0.21113764813678243,0.2909244624855945,0.41666666,0.4166666567325592,1054.3738,629.0848
jurkat,ETV4,0.15939385259022937,0.19067117310491635,0.2777778,0.2777777910232544,820.8019,1031.9581
jurkat,EWSR1,0.10130637125826182,0.10944746841199414,0.11557789,0.11557789146900177,838.9225,390.09647
jurkat,FDPS,0.10408209114960046,0.2113657437994599,0.31565657,0.3156565725803375,1123.9965,454.498
jurkat,GSK3B,0.08308472485968284,0.10766885715655972,0.1573604,0.15736040472984314,470.17007,566.25867
jurkat,HIRA,0.10043418158138866,0.07393392722998655,0.2372449,0.23724490404129028,231.61523,320.99075
jurkat,KDM1A,0.32027853187148014,0.32329143704273433,0.38601035,0.3860103487968445,2727.5635,389.66345
jurkat,KIF20A,0.0939947261500758,0.05327147969430971,0.18939394,0.18939393758773804,1201.2542,623.1481
jurkat,LRPPRC,0.15888685971595462,0.23139460906890916,0.1773779,0.17737789452075958,537.3006,566.266
jurkat,LZTR1,0.05464407569661231,0.06416383949580394,0.0397878,0.03978779911994934,528.3227,296.7749
jurkat,MAU2,0.18524326200374983,0.024672563488506643,0.4278481,0.42784810066223145,1009.85596,1177.9841
jurkat,MBTPS1,0.31355644211151107,0.3809472985959993,0.46857142,0.46857142448425293,802.4983,322.80573
jurkat,MED1,0.18985496020357906,-0.03445790601145405,0.44072166,0.44072166085243225,801.28455,478.01367
jurkat,MED12,0.044014590619931494,0.06993502539820991,0.09620253,0.09620252996683121,368.30402,323.4119
jurkat,MED24,0.14748007063833563,-0.028761279652441858,0.37185928,0.37185928225517273,1058.5991,741.3097
jurkat,METTL14,0.35954226537564415,0.5573869461094488,0.53174603,0.5317460298538208,2425.7134,673.8015
jurkat,METTL17,0.035834495699878136,0.07506745903753698,0.03875969,0.03875968977808952,742.5851,406.57507
jurkat,METTL3,0.2821525862078612,0.6450133473433561,0.43523315,0.43523314595222473,2403.0854,495.69952
jurkat,NDUFB4,0.12601546362957355,0.4948887585538013,-0.16071428,-0.1607142835855484,308.72278,385.0054
jurkat,NDUFB6,0.09439895854464753,0.14845781449745335,0.15696202,0.15696202218532562,330.33038,447.957
jurkat,NISCH,0.14110933655759877,0.1263399011613872,0.30710658,0.3071065843105316,284.55414,327.22018
jurkat,OXA1L,0.14417423007824706,0.11163879622168961,0.4229765,0.4229764938354492,1349.117,610.8158
jurkat,PHF10,0.2748035071149843,0.42184254504585755,0.28116712,0.2811671197414398,524.55475,342.86676
jurkat,PTPN1,0.10417099278425368,0.1459793078380139,0.073979594,0.07397959381341934,115.83929,308.9715
jurkat,RNF20,0.21598503347864587,0.2865347476537979,0.33505154,0.3350515365600586,2137.4812,621.9721
jurkat,RRM1,0.04190002813027533,-0.08802918586348854,0.26065162,0.2606516182422638,384.6637,1972.8904
jurkat,SDC1,0.2540596186498851,0.23571752109805488,0.4526316,0.4526315927505493,537.1478,562.0683
jurkat,SEC62,0.07279269762662938,0.02087465831146604,0.20610687,0.20610687136650085,995.8467,511.84415
jurkat,SLC25A3,0.16068015305576488,0.4161523013700283,-0.103535354,-0.10353535413742065,354.9101,486.86035
jurkat,SMAGP,0.09379367005242661,0.14986160187387126,0.15463917,0.15463916957378387,373.12805,343.0482
jurkat,SSBP1,0.1239733622640743,0.18253066828555006,0.16966581,0.16966581344604492,423.6704,625.3573
jurkat,STAG2,0.0014995549112043881,0.023771793058145085,-0.02278481,-0.02278481051325798,716.3636,370.5136
jurkat,SUPT4H1,0.11716183544518487,0.09908697767671051,0.19899245,0.19899244606494904,1963.2397,923.62396
jurkat,TADA1,0.060047509779780475,-0.016410728278416713,0.14357683,0.14357683062553406,777.2776,354.89783
jurkat,TAF13,0.25241918896558085,0.21129942417465555,0.48787063,0.48787063360214233,1418.7681,420.5984
jurkat,TAZ,0.060529305258701586,0.08963016408527812,0.12182741,0.12182740867137909,246.87904,442.77676
jurkat,TFAM,0.24570485539415676,0.33055777824637433,0.171875,0.171875,564.0038,170.31256
jurkat,TMSB10,0.2561688907370689,0.3928818216497039,0.36585367,0.3658536672592163,588.4889,737.9608
jurkat,UBE3C,0.13007413547156993,0.12560930556518676,0.24871795,0.24871794879436493,467.761,460.9218
jurkat,UQCRQ,0.1145492835003646,0.31902389427319083,-0.03875969,-0.03875968977808952,364.0502,433.30588
k562,ATP6V0B,0.2017322733594366,0.3599368968928692,0.2622108,0.26221078634262085,380.53754,310.972
k562,ATP6V0C,0.11864921217654104,0.22756712917461858,0.24484536,0.24484536051750183,1066.6549,558.4196
k562,C1QBP,0.3329385374974385,0.383255631053441,0.5733333,0.5733333230018616,626.7134,315.51562
k562,CHMP3,0.04514403150746412,0.052186968731338344,0.007633588,0.007633587811142206,390.7771,875.9131
k562,DHX36,0.30583430961239727,0.43135587805013015,0.5157068,0.5157067775726318,1279.046,335.1985
k562,DNAJA3,0.3182158867468172,0.40743960712021554,0.5706215,0.5706214904785156,1354.553,431.9902
k562,DNMT1,0.06855036182457823,0.1057451952522609,0.11568123,0.1156812310218811,1217.1913,289.96844
k562,EIF4B,0.14761562297971562,0.26091713434143704,0.18686868,0.18686868250370026,503.79773,502.65402
k562,EWSR1,0.13587137223464546,0.1567750989299579,0.23664123,0.23664122819900513,838.9225,452.0111
k562,FDPS,0.04472262370198364,0.029389821201745058,0.017811704,0.01781170442700386,1123.9965,1030.7241
k562,HIRA,0.05976261808565056,0.11229170170729202,0.08974359,0.08974359184503555,231.61523,189.93361
k562,KIF20A,0.22475566394298344,0.27973440497453755,0.34871796,0.34871795773506165,1201.2542,448.06866
